2020-07-16 12:29:09.634 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:14.396 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 13:22:14.396 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.396 [Test worker] INFO  C.G.Course.CourseController: Course is not deleted successfully
2020-07-16 13:22:14.400 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 13:22:14.400 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.400 [Test worker] INFO  C.G.Course.CourseController: Course is deleted successfully
2020-07-16 13:22:14.403 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 13:22:14.404 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.404 [Test worker] INFO  C.G.Course.CourseController: Course is not deleted successfully
2020-07-16 13:22:14.430 [Test worker] INFO  C.G.Course.GuestControllerTest: Starting GuestControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:14.430 [Test worker] INFO  C.G.Course.GuestControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:14.776 [Test worker] INFO  C.G.Course.GuestControllerTest: Started GuestControllerTest in 0.354 seconds (JVM running for 6.526)
2020-07-16 13:22:14.780 [Test worker] INFO  C.G.Q.QuestionManagerRepository: Function call to fetch all course details for a Guest user
2020-07-16 13:22:14.780 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.810 [Test worker] INFO  C.G.Course.AdminControllerTest: Starting AdminControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:14.810 [Test worker] INFO  C.G.Course.AdminControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:15.126 [Test worker] INFO  C.G.Course.AdminControllerTest: Started AdminControllerTest in 0.326 seconds (JVM running for 6.876)
2020-07-16 13:22:15.131 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching course details by using course Id
2020-07-16 13:22:15.131 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:15.132 [Test worker] INFO  C.G.Q.QuestionAdminController: Assign/Add instructor to a course
2020-07-16 13:22:15.132 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 13:22:15.132 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetch instructor for a course
2020-07-16 13:22:15.132 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 13:22:15.136 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching course details by using course Id
2020-07-16 13:22:15.137 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:15.137 [Test worker] INFO  C.G.Q.QuestionAdminController: Assign/Add instructor to a course
2020-07-16 13:22:15.137 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 13:22:15.137 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetch instructor for a course
2020-07-16 13:22:15.137 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 13:22:15.141 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching course details using courseId from the Database
2020-07-16 13:22:15.142 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:15.142 [Test worker] INFO  C.G.Question.Question: The function call return the users that are not enrolled as an instructor for a course
2020-07-16 13:22:15.142 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching instructors list for a course using courseId
2020-07-16 13:22:15.142 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 13:22:15.160 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching all course details from the Database
2020-07-16 13:22:15.161 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:15.182 [Test worker] INFO  C.G.Security.LoginControllerTest: Starting LoginControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:15.182 [Test worker] INFO  C.G.Security.LoginControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:15.502 [Test worker] INFO  C.G.Security.LoginControllerTest: Started LoginControllerTest in 0.329 seconds (JVM running for 7.251)
2020-07-16 13:22:15.543 [Test worker] INFO  C.G.S.UserRegistrationControllerTest: Starting UserRegistrationControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:15.543 [Test worker] INFO  C.G.S.UserRegistrationControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:15.864 [Test worker] INFO  C.G.S.UserRegistrationControllerTest: Started UserRegistrationControllerTest in 0.331 seconds (JVM running for 7.613)
2020-07-16 13:22:15.869 [Test worker] INFO  C.G.S.UserRegistrationController: Fetching the password policies of the system
2020-07-16 13:22:15.869 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 13:22:15.894 [Test worker] INFO  C.G.Mail.MailManager: smtp connection for mail has been setup
2020-07-16 13:22:15.895 [Test worker] INFO  C.G.Mail.MailManager: smtp connection for mail has been setup
2020-07-16 13:22:15.895 [Test worker] INFO  C.G.Mail.MailManager: smtp connection for mail has been setup
2020-07-16 13:22:15.922 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:15.922 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:15.925 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 13:22:15.925 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 13:22:15.925 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:15.925 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:15.925 [Test worker] INFO  C.GroupFormationTool.User.User: Calling the user repository function to save the new user to Database
2020-07-16 13:22:15.925 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 13:22:15.925 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 13:22:15.925 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:15.926 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:15.926 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 13:22:15.926 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created due to violation of password security policy
2020-07-16 13:22:15.926 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 13:22:15.926 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 13:22:15.926 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:15.926 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:15.926 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created due to mismatch of confirm password field
2020-07-16 13:22:15.926 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 13:22:15.926 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 13:22:15.926 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:15.926 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:15.927 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created as the user with same details already exists
2020-07-16 13:22:15.927 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 13:22:15.927 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 13:22:15.927 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created due to some invalid details
2020-07-16 13:22:15.927 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:15.927 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:15.927 [Test worker] INFO  C.GroupFormationTool.User.User: Calling the user repository function to save the new user to Database
2020-07-16 13:22:15.966 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 13:22:15.967 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 13:22:15.970 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 13:22:15.973 [Test worker] INFO  C.G.Question.Question: Calling the getSortedQuestionListForInstructor repository function to fetch the question bank in a sorted order from the Database
2020-07-16 13:22:15.973 [Test worker] INFO  C.G.Question.Question: Calling the getSortedQuestionListForInstructor repository function to fetch the question bank in a sorted order from the Database
2020-07-16 13:22:15.976 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionById repository function to fetch a question from the Database
2020-07-16 13:22:15.976 [Test worker] INFO  C.G.Question.Question: Calling the getOptionsForTheQuestion repository function to fetch the options of a multiple choice question from the Database
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 13:22:15.988 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 13:22:15.989 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 13:22:15.989 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
